MATERIAL_NUMBER_1,MATERIAL_NUMBER_TEXT,UPPER_DESC
281312,"PIPE,STL,8,.219WT,HFW,X52M,FBE-PC","PIPE,STL,8,.219WT,HFW,X52M,FBE-PC"
281334,"PIPE,STL,X65M,12,0.406WT,FBE-PC,TRL","PIPE,STL,X65M,12,0.406WT,FBE-PC,TRL"
281438,"PIPE,STL,8,.322WT,HFW,X52M,PRIMED,SRL","PIPE,STL,8,.322WT,HFW,X52M,PRIMED,SRL"
282123,"VALVE,METER STOP,2,175 LB,COMP","VALVE,METER STOP,2,175 LB,COMP"
282148,"VALVE,METER STOP,2,175 LB,FTHD","VALVE,METER STOP,2,175 LB,FTHD"
282556,"PIPE,NIPPLE,1/2X18,THD","PIPE,NIPPLE,1/2X18,THD"
282629,"NIPPLE,1 X 17,SC,BLK,STD","NIPPLE,1 X 17,SC,BLK,STD"
282653,"PIPE,NIPPLE,1-1/4X9,THD","PIPE,NIPPLE,1-1/4X9,THD"
282971,"ELBOW,90D,PLA,3,BF,PE4710,SDR11","ELBOW,90D,PLA,3,BF,PE4710,SDR11"
283270,"ELBOW,90D,STL,4,FNPT","ELBOW,90D,STL,4,FNPT"
293456,"VALVE,BALL,8,300A,WE,FP,WARREN","VALVE,BALL,8,300A,WE,FP,WARREN"
3403791,"PIPE,PLA,3,IPS,PINK,PE2306CDA,SDR11.5,AL","PIPE,PLA,3,IPS,PINK,PE2306CDA,SDR11.5,AL"
165081,"PIPE,10 3/4"" OD .250 WT API5LX60,ERW,FBE","PIPE,10 3/4"" OD .250 WT API5LX60,ERW,FBE"
165125,"PIPE,CT,3 1/2"" OD .216"" WT API5LB,SMLS,","PIPE,CT,3 1/2"" OD .216"" WT API5LB,SMLS,"
165163,"PIPE,CT,12 3/4"" OD .188"" WT API5LB,ERW,","PIPE,CT,12 3/4"" OD .188"" WT API5LB,ERW,"
165164,"PIPE,CT,12 3/4"" OD .219"" WT API5LX42,ERW","PIPE,CT,12 3/4"" OD .219"" WT API5LX42,ERW"
165768,"FLANGE,RTJ BLIND, 2 1/2"",ANSI 600","FLANGE,RTJ BLIND, 2 1/2"",ANSI 600"
165798,"FLANGE,RF BLIND,36"",ANSI 600,MSSP44","FLANGE,RF BLIND,36"",ANSI 600,MSSP44"
166290,"VALVE,SPEED SENSITIVE,ALLISON K6844240-R","VALVE,SPEED SENSITIVE,ALLISON K6844240-R"
168353,"ELL,WLD,3"",90DEG,SR,STD,GR.B","ELL,WLD,3"",90DEG,SR,STD,GR.B"
168737,"BOLT,STUD,3/4"" X 5 1/4"",W/2-2H HEX NUTS","BOLT,STUD,3/4"" X 5 1/4"",W/2-2H HEX NUTS"
170147,"NIPPLE,1/4 X 3,BLK,STD,BW,TBE,BUTTWELD","NIPPLE,1/4 X 3,BLK,STD,BW,TBE,BUTTWELD"
170165,"NIPPLE,1/2 X 6,BLK,STD,BW,TBE","NIPPLE,1/2 X 6,BLK,STD,BW,TBE"
178079,"ELL,WLD,10"",90DEG,SR,XH,GR.B","ELL,WLD,10"",90DEG,SR,XH,GR.B"
178293,"VALVE,NEEDLE 1/4"",3000#,WHITEY B16DKM4F4","VALVE,NEEDLE 1/4"",3000#,WHITEY B16DKM4F4"
178296,"VALVE,NEEDLE 1/4"",MARSH N5512,DOUBLE","VALVE,NEEDLE 1/4"",MARSH N5512,DOUBLE"
179600,"PIPE,STL,FBC,3,.156W,ERW,5.57#/FT,X42","PIPE,STL,FBC,3,.156W,ERW,5.57#/FT,X42"
179741,"ELL,45,1/2,GALV,STD,MI,THRD","ELL,45,1/2,GALV,STD,MI,THRD"
179847,"NIPPLE,1-1/2 X 4,BLK,STD,BW,TBE","NIPPLE,1-1/2 X 4,BLK,STD,BW,TBE"
180025,"NIPPLE,3 X 18,GALV,STD,BW,TBE,SCH-40","NIPPLE,3 X 18,GALV,STD,BW,TBE,SCH-40"
180289,"ELL,45,WELD,18,GALV,STD,LR,CS","ELL,45,WELD,18,GALV,STD,LR,CS"
180447,"FLANGE,BLIND,8,RF,150A,CS","FLANGE,BLIND,8,RF,150A,CS"
180475,"FLANGE,THRD,1,RF,150A,CS,STD BORE","FLANGE,THRD,1,RF,150A,CS,STD BORE"
181544,"VALVE,BALL,6,600A,FE RF,RP,6R-F63N-RF,BA","VALVE,BALL,6,600A,FE RF,RP,6R-F63N-RF,BA"
181617,"VALVE,GATE,4"",600#,BW,CS,XH,VELAN","VALVE,GATE,4"",600#,BW,CS,XH,VELAN"
181711,"VALVE,BALL,PLA,6,KEROTEST,W/BLOWDOWNS,#1","VALVE,BALL,PLA,6,KEROTEST,W/BLOWDOWNS,#1"
181814,"BOLT,STUD,5/8 X 2,BLK,ALLOY,W/2 HHN","BOLT,STUD,5/8 X 2,BLK,ALLOY,W/2 HHN"
229280,"VALVE, ADAPTER, ROCKWELL #3719","VALVE, ADAPTER, ROCKWELL #3719"
229465,"BOLT,STOVE,1/4 X 1-1/2,CAD,RD HD,","BOLT,STOVE,1/4 X 1-1/2,CAD,RD HD,"
230941,"PIPE,STL,DUALCOAT,6"",.280W,ERW,16.94#/FT","PIPE,STL,DUALCOAT,6"",.280W,ERW,16.94#/FT"
243945,"VALVE,GATE,6,300A,WE LONG,FP,1WL7","VALVE,GATE,6,300A,WE LONG,FP,1WL7"
254834,"PIPE,STEEL,POWERCRETE,8,.322W,X42/52","PIPE,STEEL,POWERCRETE,8,.322W,X42/52"
254852,"NIPPLE,SHAPED,STD,GRD. B,4"" OFF 24"" PIPE","NIPPLE,SHAPED,STD,GRD. B,4"" OFF 24"" PIPE"
258204,"PIPE,20"" OD .375"" WT API5LX65,ERW,ARO","PIPE,20"" OD .375"" WT API5LX65,ERW,ARO"
258714,"BOLT,STUD,1"" X 6 3/4"",B7 ASTM,A194 Gr","BOLT,STUD,1"" X 6 3/4"",B7 ASTM,A194 GR"
259236,"VALVE,BALL,3,ASME600,FE,FF,RP,","VALVE,BALL,3,ASME600,FE,FF,RP,"
259728,"FLANGE,RF THREADED, 3"" X 2"",ANSI 150","FLANGE,RF THREADED, 3"" X 2"",ANSI 150"
259735,"PIPE,16"" OD .375"" WT API5L X60,ERW,FBE","PIPE,16"" OD .375"" WT API5L X60,ERW,FBE"
259801,"PIPE,3 1/2"" OD .188"" WT API5LX42,ERW,FBE","PIPE,3 1/2"" OD .188"" WT API5LX42,ERW,FBE"
261322,"ELL,WLD,12"",45DEG,LR,STD,GR-Y52,WT.375","ELL,WLD,12"",45DEG,LR,STD,GR-Y52,WT.375"
266340,"ELL,45,WELD,6,Y-52,3R SEGMENTABLE","ELL,45,WELD,6,Y-52,3R SEGMENTABLE"
281274,"PIPE,STL,3/4,.113WT,SMLS,GRD B,FBE2","PIPE,STL,3/4,.113WT,SMLS,GRD B,FBE2"
281835,"VALVE,RELIEF,PARTS,KIT,F/66R,2","VALVE,RELIEF,PARTS,KIT,F/66R,2"
282521,"NIPPLE,1/4 X 6,SC,BLK,STD","NIPPLE,1/4 X 6,SC,BLK,STD"
283578,"PIPE,CONNECTOR,0.375,SS,COMPXFPT","PIPE,CONNECTOR,0.375,SS,COMPXFPT"
283775,"FLANGE,BLIND,FF,150#,6","FLANGE,BLIND,FF,150#,6"
3400282,"VALVE,NEEDLE,1/4 F X 1/4 F,GENERAL,#V-50","VALVE,NEEDLE,1/4 F X 1/4 F,GENERAL,#V-50"
3403721,"PIPE,PLA,1,IPS,YELLOW,PE2406CEC,SDR11,","PIPE,PLA,1,IPS,YELLOW,PE2406CEC,SDR11,"
165349,"ELL,WLD,12"",45DEG,LR,.500WT,GR.B","ELL,WLD,12"",45DEG,LR,.500WT,GR.B"
165838,"FLANGE,RFWN, 4"",ANSI 600,SCH 160 BORE","FLANGE,RFWN, 4"",ANSI 600,SCH 160 BORE"
165917,"ELBOW,MALE,1/8""X1/4"",PARKER 2-4 CBZ-SS","ELBOW,MALE,1/8""X1/4"",PARKER 2-4 CBZ-SS"
165956,"VALVE,CHECK,2"",300#,RFFE,SWING TYPE","VALVE,CHECK,2"",300#,RFFE,SWING TYPE"
168246,"ELL,2"",90DEG,2000#,SCW,FS","ELL,2"",90DEG,2000#,SCW,FS"
168483,"FLANGE,RFWN,3"",ANSI 900,XH BORE","FLANGE,RFWN,3"",ANSI 900,XH BORE"
168738,"BOLT,STUD,3/4"" X 6"",W/2H HEX NUTS","BOLT,STUD,3/4"" X 6"",W/2H HEX NUTS"
170031,"PIPE,STL,CASING,14,.250W,36.71#/FT","PIPE,STL,CASING,14,.250W,36.71#/FT"
170159,"NIPPLE,1/2 X CLOSE,BLK,STD,BW,TBE","NIPPLE,1/2 X CLOSE,BLK,STD,BW,TBE"
170168,"NIPPLE,1/2 X 12,BLK,**USE SAP #232044***","NIPPLE,1/2 X 12,BLK,**USE SAP #232044***"
177809,"PIPE,2 3/8"" OD .218"" WT A106B,SMLS,PEB","PIPE,2 3/8"" OD .218"" WT A106B,SMLS,PEB"
177816,"PIPE,6 5/8"" OD .280"" WT,API5LX52,SMLS,PE","PIPE,6 5/8"" OD .280"" WT,API5LX52,SMLS,PE"
177827,"PIPE,12 3/4"" OD .281"" WT API5LX60,ERW,PE","PIPE,12 3/4"" OD .281"" WT API5LX60,ERW,PE"
177957,"PIPE,24"" OD .375"" WT API5LB,SMLS,PE","PIPE,24"" OD .375"" WT API5LB,SMLS,PE"
178026,"PIPE,CT,20"" OD .375"" WT API5LX42,ERW,PE","PIPE,CT,20"" OD .375"" WT API5LX42,ERW,PE"
178074,"ELL,WLD,16"",45DEG,LR,.312WT,Y52","ELL,WLD,16"",45DEG,LR,.312WT,Y52"
179562,"PIPE,PLA,1/2,CTS,YELLOW,PE-2406,SDR-7","PIPE,PLA,1/2,CTS,YELLOW,PE-2406,SDR-7"
179718,"ELL,90,1-1/4,BLK,STD,MI,THRD","ELL,90,1-1/4,BLK,STD,MI,THRD"
179739,"ELL,90,2,BLK,XH,MI,THRD","ELL,90,2,BLK,XH,MI,THRD"
181791,"BOLT,MACH,5/8X2-1/2,ZNC,HHHD,W/HHN A325","BOLT,MACH,5/8X2-1/2,ZNC,HHHD,W/HHN A325"
240352,"PIPE,18"" OD .375"" WT API5LX56/x65,ERW PE","PIPE,18"" OD .375"" WT API5LX56/X65,ERW PE"
243224,"NIPPLE, CONDUIT, 1/2 X 4 INCH, RIGID","NIPPLE, CONDUIT, 1/2 X 4 INCH, RIGID"
243939,"VALVE,BALL,3,300A,WE,FP,3WBFP720-W,KEROT","VALVE,BALL,3,300A,WE,FP,3WBFP720-W,KEROT"
244739,"ELL,45,WELD,20,3R,.375 WALL,SEGMENTABLE","ELL,45,WELD,20,3R,.375 WALL,SEGMENTABLE"
248270,"NIPPLE,WELD,2 X 3,BEVEL ONE X THRD OTHER","NIPPLE,WELD,2 X 3,BEVEL ONE X THRD OTHER"
249277,"PIPE,6 5/8""OD 188"" WT API5LX42/52,ERW,PE","PIPE,6 5/8""OD 188"" WT API5LX42/52,ERW,PE"
250151,"FLANGE, 12 INCH 600# RFWN STD BORE","FLANGE, 12 INCH 600# RFWN STD BORE"
255678,"PIPE,CT,24"" OD .500"" WT API5LX42,ERW,PE","PIPE,CT,24"" OD .500"" WT API5LX42,ERW,PE"
257731,"FLANGE,RFWN, 3"",ANSI 150,STD BORE","FLANGE,RFWN, 3"",ANSI 150,STD BORE"
259596,"VALVE,BALL,6"",TRUN,ANSI,600,RF,CS,FP,WKM","VALVE,BALL,6"",TRUN,ANSI,600,RF,CS,FP,WKM"
260215,"PIPE,3 1/2"" OD .216 WT API5L X52,ERW,FBE","PIPE,3 1/2"" OD .216 WT API5L X52,ERW,FBE"
281375,"PIPE,STL,6,.250WT,HFW,X52M,FBE","PIPE,STL,6,.250WT,HFW,X52M,FBE"
282110,"VALVE,BALL,0.75,FNPT","VALVE,BALL,0.75,FNPT"
282164,"VALVE,BALL,6,RP,ANSI150,BW","VALVE,BALL,6,RP,ANSI150,BW"
282557,"PIPE,NIPPLE,1/2X24,THD","PIPE,NIPPLE,1/2X24,THD"
283144,"PIPE,SLEEVE,2-1/2X18,1-1/4 SVC RENEW","PIPE,SLEEVE,2-1/2X18,1-1/4 SVC RENEW"
283290,"PIPE,NIPPLE,2X5,XH,SMLS,THD","PIPE,NIPPLE,2X5,XH,SMLS,THD"
290312,"PIPE, STL, 6"" x .432 wall BARE","PIPE, STL, 6"" X .432 WALL BARE"
291462,"VALVE,BALL,1,300A,RP,1R-US33-BW,BALON","VALVE,BALL,1,300A,RP,1R-US33-BW,BALON"
3403586,"PIPE,PLA,3,IPS,YELLOW,PE2406CEC,SDR11.5,","PIPE,PLA,3,IPS,YELLOW,PE2406CEC,SDR11.5,"
3403759,"PIPE,PLA,2,IPS,ORANGE,PE2306CEC,SDR11,","PIPE,PLA,2,IPS,ORANGE,PE2306CEC,SDR11,"
165118,"PIPE,CT,2 3/8"" OD .154"" WT API5LB/X-42,","PIPE,CT,2 3/8"" OD .154"" WT API5LB/X-42,"
165189,"PIPE,16"" OD .375"" WT API5LX52,ERW,PEB","PIPE,16"" OD .375"" WT API5LX52,ERW,PEB"
165237,"NIPPLE,1/4"" X 4"",XH,SMLS,SCW(MXM)","NIPPLE,1/4"" X 4"",XH,SMLS,SCW(MXM)"
165256,"NIPPLE,SWG,1/2"" X 1/4"",XH,SMLS,SCW(MXM)","NIPPLE,SWG,1/2"" X 1/4"",XH,SMLS,SCW(MXM)"
165260,"NIPPLE,SWG,3"" X 2"",XH,SMLS,FS","NIPPLE,SWG,3"" X 2"",XH,SMLS,FS"
165775,"FLANGE,RF BLIND, 4"",ANSI 400","FLANGE,RF BLIND, 4"",ANSI 400"
165857,"FLANGE,RTJWN,8"",ANSI 1500,7.625"" BORE","FLANGE,RTJWN,8"",ANSI 1500,7.625"" BORE"
168173,"PIPE,6 5/8"" OD .280"" WT API5LB,ERW,PEB","PIPE,6 5/8"" OD .280"" WT API5LB,ERW,PEB"
168358,"ELL,WLD,6"",90DEG,LR,.500""WT,GR.B","ELL,WLD,6"",90DEG,LR,.500""WT,GR.B"
168564,"VALVE,BALL,2"",RFFE,ANSI 1500 (ALL MFG.)","VALVE,BALL,2"",RFFE,ANSI 1500 (ALL MFG.)"
168620,"VALVE,CHECK,1"",2000#,F.S.,SE,ANVIL SWING","VALVE,CHECK,1"",2000#,F.S.,SE,ANVIL SWING"
168650,"VALVE,PLUG 6"",RFFE ROCKWELL FIG. 2249","VALVE,PLUG 6"",RFFE ROCKWELL FIG. 2249"
170197,"NIPPLE,1-1/2 X 2,BLK,STD,BW,TBE","NIPPLE,1-1/2 X 2,BLK,STD,BW,TBE"
173561,"VALVE,RLF,1,PILOT,FISHER,289P","VALVE,RLF,1,PILOT,FISHER,289P"
177903,"PIPE,14"" OD .500"" WT API5LB,ERW,PE","PIPE,14"" OD .500"" WT API5LB,ERW,PE"
179528,"PIPE,STL,BARE, 1"", SCH 40, .133 WALL,X42","PIPE,STL,BARE, 1"", SCH 40, .133 WALL,X42"
179559,"PIPE,PLA,1/2,IPS,YELLOW,PE-2406,SDR-9.3","PIPE,PLA,1/2,IPS,YELLOW,PE-2406,SDR-9.3"
179745,"ELL,90,STREET,1/4,BK,STDTHRD-DO NOT STK","ELL,90,STREET,1/4,BK,STDTHRD-DO NOT STK"
179958,"NIPPLE,3/4 X 3,GALV,STD,BW,TBE,SCH-40","NIPPLE,3/4 X 3,GALV,STD,BW,TBE,SCH-40"
180004,"NIPPLE,2 X 2-1/2,GALV,STD,BW,TBE,SCH-40","NIPPLE,2 X 2-1/2,GALV,STD,BW,TBE,SCH-40"
181115,"ELL,SS,1/4OD X 1/4M,4-MSEL-4-N,PARKER","ELL,SS,1/4OD X 1/4M,4-MSEL-4-N,PARKER"
181440,"VALVE,BALL,1/2,3000#WP,SE,RP,LM-05361,BA","VALVE,BALL,1/2,3000#WP,SE,RP,LM-05361,BA"
181455,"VALVE,BALL,3/4,600A,SE,444RTSE,WORCESTER","VALVE,BALL,3/4,600A,SE,444RTSE,WORCESTER"
181463,"VALVE,DRESSER,2,SE,175#,STYLE 350,ULTRAS","VALVE,DRESSER,2,SE,175#,STYLE 350,ULTRAS"
181481,"VALVE,PLUG,6,200#WP,FE,149,ROCKWELL,SHOR","VALVE,PLUG,6,200#WP,FE,149,ROCKWELL,SHOR"
181530,"VALVE,BALL,4,#WP,WE,4WB740-W,KEROTEST","VALVE,BALL,4,#WP,WE,4WB740-W,KEROTEST"
181802,"BOLT,MACH,3/4 X 3-3/4,ZINC,HHHD,W/HHN","BOLT,MACH,3/4 X 3-3/4,ZINC,HHHD,W/HHN"
182711,"VALVE,CHECK,VICTOR-CTO-RH,THRD,F/OXYGEN","VALVE,CHECK,VICTOR-CTO-RH,THRD,F/OXYGEN"
230175,"PIPE,ROLLER SUPPORT,4 (NON ADJUSTABLE)","PIPE,ROLLER SUPPORT,4 (NON ADJUSTABLE)"
240381,"ELL, WELD END, 45 DEGREE,3R,.375 WALL","ELL, WELD END, 45 DEGREE,3R,.375 WALL"
241122,"VALVE,BALL,SS,3/8T X 3/8T,3000#,LETLOK","VALVE,BALL,SS,3/8T X 3/8T,3000#,LETLOK"
242060,"FLANGE,SO,3,RF,300A,CS,STD BORE","FLANGE,SO,3,RF,300A,CS,STD BORE"
242856,"BOLT,MACH,5/8X2,ZNC,HHHD,W/HHN,B307","BOLT,MACH,5/8X2,ZNC,HHHD,W/HHN,B307"
245373,"FLANGE,BLIND,4,FF,150A","FLANGE,BLIND,4,FF,150A"
248272,"NIPPLE,WELD,2 X 27,BEVEL ONE X THRD OTHE","NIPPLE,WELD,2 X 27,BEVEL ONE X THRD OTHE"
249413,"VALVE,BALL-12,P/N 1064721-12","VALVE,BALL-12,P/N 1064721-12"
249788,"PIPE,6 5/8"" OD .188"" WT API5LX42/52,ERW,","PIPE,6 5/8"" OD .188"" WT API5LX42/52,ERW,"
250232,"PIPE,CT,4 1/2"" OD .237"" WT  S40 SML PIPE","PIPE,CT,4 1/2"" OD .237"" WT  S40 SML PIPE"
256276,"VALVE,BALL,2"", BALON,2000# CS RP,2RF93SE","VALVE,BALL,2"", BALON,2000# CS RP,2RF93SE"
257219,"VALVE,BALL,4,600A,FE RF,FP,4F-F63-RF,BAL","VALVE,BALL,4,600A,FE RF,FP,4F-F63-RF,BAL"
258354,"PIPE,3 1/2"" OD .216"" WT API5LX42,ERW,PEB","PIPE,3 1/2"" OD .216"" WT API5LX42,ERW,PEB"
258369,"PIPE,42"" OD .670"" WT API5LX65,DSAW,PEB","PIPE,42"" OD .670"" WT API5LX65,DSAW,PEB"
259500,"PIPE,3 1/2"" OD .216"" WT API5LX42,ERW,FBE","PIPE,3 1/2"" OD .216"" WT API5LX42,ERW,FBE"
259620,"VALVE,BALL,2"",ANSI,150,RF,SS,TRIM,FP","VALVE,BALL,2"",ANSI,150,RF,SS,TRIM,FP"
261324,"VALVE,BALL,2"",RFFE, 600,2F-F63-RF, BALON","VALVE,BALL,2"",RFFE, 600,2F-F63-RF, BALON"
262378,"VALVE,BALL,4,300A,FE RF,FP,4F-F33N,BALON","VALVE,BALL,4,300A,FE RF,FP,4F-F33N,BALON"
263680,"PIPE,PLA,1-1/4,YELLOW,20' JT. SDR-10","PIPE,PLA,1-1/4,YELLOW,20' JT. SDR-10"
281320,"PIPE,STL,X52M,12,0.312WT,FBE-PC","PIPE,STL,X52M,12,0.312WT,FBE-PC"
282134,"VALVE,METER STOP,0.75,175 LB,THD","VALVE,METER STOP,0.75,175 LB,THD"
282531,"PIPE,NIPPLE,3/8X5,THD","PIPE,NIPPLE,3/8X5,THD"
282633,"NIPPLE,1 X 20,SC,BLK,STD","NIPPLE,1 X 20,SC,BLK,STD"
282678,"PIPE,NIPPLE,1-1/2X24,THD","PIPE,NIPPLE,1-1/2X24,THD"
283782,"FLANGE,PIPE,12,400 LB,BLIND","FLANGE,PIPE,12,400 LB,BLIND"
284021,"PIPE,STOPPER,6,720 MAOP,WELD","PIPE,STOPPER,6,720 MAOP,WELD"
293303,"VALVE,BOX,PLASTIC,B&T,2"" PAVING RING","VALVE,BOX,PLASTIC,B&T,2"" PAVING RING"
3403692,"PIPE,PLA,8,IPS,ORANGE,PE2406CEC,SDR11.5,","PIPE,PLA,8,IPS,ORANGE,PE2406CEC,SDR11.5,"
3403697,"PIPE,PLA,1,CTS,YELLOW,PE2306CEC,SDR11.5,","PIPE,PLA,1,CTS,YELLOW,PE2306CEC,SDR11.5,"
3403701,"PIPE,PLA,3,IPS,YELLOW,PE2306CEC,SDR11.5,","PIPE,PLA,3,IPS,YELLOW,PE2306CEC,SDR11.5,"
3403792,"PIPE,PLA,4,IPS,PINK,PE2306CDA,SDR11.5,AL","PIPE,PLA,4,IPS,PINK,PE2306CDA,SDR11.5,AL"
165120,"PIPE,CT,2 3/8"" OD .218"" WT API5LB,SMLS,","PIPE,CT,2 3/8"" OD .218"" WT API5LB,SMLS,"
165121,"PIPE,CT,2 3/8"" OD .218"" WT A53B,SMLS,PE","PIPE,CT,2 3/8"" OD .218"" WT A53B,SMLS,PE"
165151,"PIPE,CT,8 5/8"" OD .250"" WT API5LX42,ERW,","PIPE,CT,8 5/8"" OD .250"" WT API5LX42,ERW,"
165335,"ELL,WLD, 6"",45DEG,LR, XH,GR.B","ELL,WLD, 6"",45DEG,LR, XH,GR.B"
165384,"ELL,WLD,8"",90DEG,LR,.500WT,Y-52","ELL,WLD,8"",90DEG,LR,.500WT,Y-52"
165392,"ELL,WLD,16"",90DEG,LR,.312WT,Y60","ELL,WLD,16"",90DEG,LR,.312WT,Y60"
165408,"ELL,WLD,36"",90DEG,LR,.562WT,Y65","ELL,WLD,36"",90DEG,LR,.562WT,Y65"
165829,"FLANGE,RFWN,1 1/2"",ANSI 600","FLANGE,RFWN,1 1/2"",ANSI 600"
165959,"VALVE,CHECK,2"",600#,RFFE,SCW TOP,1440#","VALVE,CHECK,2"",600#,RFFE,SCW TOP,1440#"
168165,"PIPE,2 3/8"" OD .154"" WT API5LX42,ERW,PEB","PIPE,2 3/8"" OD .154"" WT API5LX42,ERW,PEB"
168244,"ELL,1/2"",90DEG,2000#,SCW,FS","ELL,1/2"",90DEG,2000#,SCW,FS"
168366,"ELL,WLD,16"",90DEG,LR,STD,.375WT,Y60","ELL,WLD,16"",90DEG,LR,STD,.375WT,Y60"
168538,"ELL,MALE,SWAGELOK B-400-2-4 1/4""X1/4""","ELL,MALE,SWAGELOK B-400-2-4 1/4""X1/4"""
168626,"VALVE,WAFER CHECK,2"" ANSI 600# R.F.,K-F","VALVE,WAFER CHECK,2"" ANSI 600# R.F.,K-F"
168740,"BOLT,STUD,7/8"" X 5 1/2"",W/2-2H HEX NUTS","BOLT,STUD,7/8"" X 5 1/2"",W/2-2H HEX NUTS"
170423,"ELL,90,WELD,RED,6 X 3,STD,LR","ELL,90,WELD,RED,6 X 3,STD,LR"
177974,"PIPE,3/4"" NOM .154"" WT A106B,SMLS,PE","PIPE,3/4"" NOM .154"" WT A106B,SMLS,PE"
178197,"FLANGE,RTJWN,8"",ANSI 900,FS","FLANGE,RTJWN,8"",ANSI 900,FS"
179785,"ELL,90,RED,3 X 2,GALV,STD,MI,THRD","ELL,90,RED,3 X 2,GALV,STD,MI,THRD"
179963,"NIPPLE,3/4 X 10,GALV,STD,BW,TBE","NIPPLE,3/4 X 10,GALV,STD,BW,TBE"
180046,"NIPPLE,SWAGE,3/4 X 1/4,XH,TBE,ELECTROPLA","NIPPLE,SWAGE,3/4 X 1/4,XH,TBE,ELECTROPLA"
180505,"FLANGE,EXPANDER,3 X 4,RF,600A,CS,STD BOR","FLANGE,EXPANDER,3 X 4,RF,600A,CS,STD BOR"
181197,"ELL,90,PLA,1 IN IPS,    ALDYL A,SOCKET F","ELL,90,PLA,1 IN IPS,    ALDYL A,SOCKET F"
181602,"VALVE,GATE,1-1/4,300A,WE SHORT,1WS7,KERO","VALVE,GATE,1-1/4,300A,WE SHORT,1WS7,KERO"
181825,"BOLT,STUD,3/4 X 3-1/2,CAD,ALLOY,W/2 HHN","BOLT,STUD,3/4 X 3-1/2,CAD,ALLOY,W/2 HHN"
181851,"BOLT,STUD,1 X 7,CAD,ALLOY,W/2 HHN","BOLT,STUD,1 X 7,CAD,ALLOY,W/2 HHN"
183839,"VALVE,SHUT-OFF,FISH,FS634-2,1"",HP,RED","VALVE,SHUT-OFF,FISH,FS634-2,1"",HP,RED"
229052,"PIPE,PLA,1/2,IPS,YELLOW,DRISCOPLEX,PERFO","PIPE,PLA,1/2,IPS,YELLOW,DRISCOPLEX,PERFO"
229759,"PIPE,CT,16"" OD .500"" WT API5LB,ERW,PE","PIPE,CT,16"" OD .500"" WT API5LB,ERW,PE"
231002,"ELL,45,WELD,18,STD,LR,CS","ELL,45,WELD,18,STD,LR,CS"
231073,"BOLT,STUD,5/8 X 2-1/2,CAD,ALLOY,W/2","BOLT,STUD,5/8 X 2-1/2,CAD,ALLOY,W/2"
244239,"PIPE,CT,14"" OD .312"" WT API5LX42,ERW,PE","PIPE,CT,14"" OD .312"" WT API5LX42,ERW,PE"
244682,"PIPE,4 1/2""OD.337WT API5LX42,ERW,PEB,ARO","PIPE,4 1/2""OD.337WT API5LX42,ERW,PEB,ARO"
245369,"VALVE,BALL,1,300A,WE,**USE SAP #227949**","VALVE,BALL,1,300A,WE,**USE SAP #227949**"
245669,"NIPPLE,2 X 6,BLK,XXH,SMLS,TBE,SCH-80","NIPPLE,2 X 6,BLK,XXH,SMLS,TBE,SCH-80"
251187,"NIPPLE,2 X 5-1/2,BLK,STD,BW,TBE,","NIPPLE,2 X 5-1/2,BLK,STD,BW,TBE,"
255015,"VALVE,CHECK,6,600A,FP,6F-C63S-RF,BALON","VALVE,CHECK,6,600A,FP,6F-C63S-RF,BALON"
255478,"PIPE,36"".386 WT API5L X70,ERW,  FBE","PIPE,36"".386 WT API5L X70,ERW,  FBE"
256195,"BOLT,STUD,1/2 X 3,CAD,ALLOY,W/2 HHN","BOLT,STUD,1/2 X 3,CAD,ALLOY,W/2 HHN"
256770,"ELL,90,STREET,1 IN.,BLK,3000#, MI, THRD","ELL,90,STREET,1 IN.,BLK,3000#, MI, THRD"
256774,"ELL,90,STREET,1-1/4"",BLK,3000#,MI,THRD","ELL,90,STREET,1-1/4"",BLK,3000#,MI,THRD"
259686,"PIPE,16"" OD .375"" WT API5LX52,SMLS,BARE","PIPE,16"" OD .375"" WT API5LX52,SMLS,BARE"
259973,"PIPE,2 3/8"" OD .218"" WT,SMLS,API5L,BARE","PIPE,2 3/8"" OD .218"" WT,SMLS,API5L,BARE"
260088,"VALVE,BALL,4,600#,BALON,#4F-F63N","VALVE,BALL,4,600#,BALON,#4F-F63N"
260687,"PIPE,8 5/8"" OD .322"" WT API5LX42,ERW,FBE","PIPE,8 5/8"" OD .322"" WT API5LX42,ERW,FBE"
267801,"VALVE,RELIEF 2 X 3,F70PR/LP,ANSI150","VALVE,RELIEF 2 X 3,F70PR/LP,ANSI150"
281260,"PIPE,PE,6IN,0.567WT,SDR11.5,PE2708,40FT","PIPE,PE,6IN,0.567WT,SDR11.5,PE2708,40FT"
282613,"PIPE,NIPPLE,1X6,XH,THD,SMLS","PIPE,NIPPLE,1X6,XH,THD,SMLS"
283579,"PIPE,CONNECTOR,1/8 X 1/4,SS,COMPXMPT","PIPE,CONNECTOR,1/8 X 1/4,SS,COMPXMPT"
283835,"PIPE,NIPPLE,12X24,STRAIGHT CUT ENDS","PIPE,NIPPLE,12X24,STRAIGHT CUT ENDS"
284096,"VALVE,TEE,3/4X3/4X1,TAP,MECH","VALVE,TEE,3/4X3/4X1,TAP,MECH"
3400240,"NIPPLE,METER LOOP,1,MECH.SPEC.,#BD18020L","NIPPLE,METER LOOP,1,MECH.SPEC.,#BD18020L"
